fecha_local,fecha_utc,latitud,longitud,profundidad,magnitud,region,maps_link,rango_profundidad,categoria
2025-10-29 01:21:1332 km al E de Sierra Gorda,2025-10-29 04:21:13,-22.825,-69.013,95.0,2.7,Antofagasta,"https://www.google.com/maps?q=-22.825,-69.013",60–100 km,Leve
2025-10-29 01:07:1716 km al N de Salamanca,2025-10-29 04:07:17,-31.634,-70.962,73.0,3.8,Coquimbo,"https://www.google.com/maps?q=-31.634,-70.962",60–100 km,Moderado
2025-10-29 00:42:0446 km al N de Calama,2025-10-29 03:42:04,-22.06,-68.849,117.0,2.5,Antofagasta,"https://www.google.com/maps?q=-22.06,-68.849",100–200 km,Leve
2025-10-28 23:53:4864 km al SE de Monte Patria,2025-10-29 02:53:48,-30.974,-70.366,107.0,3.1,Coquimbo,"https://www.google.com/maps?q=-30.974,-70.366",100–200 km,Leve
2025-10-28 22:48:3395 km al S de Socaire,2025-10-29 01:48:33,-24.427,-67.683,190.0,2.6,Antofagasta,"https://www.google.com/maps?q=-24.427,-67.683",100–200 km,Leve
2025-10-28 22:45:3384 km al NO de San Antonio de los Cobres,2025-10-29 01:45:33,-23.889,-67.064,214.0,2.9,Antofagasta,"https://www.google.com/maps?q=-23.889,-67.064",200–500 km,Leve
2025-10-28 19:06:15109 km al NE de El Salvador,2025-10-28 22:06:15,-25.405,-69.058,106.0,3.6,Atacama,"https://www.google.com/maps?q=-25.405,-69.058",100–200 km,Moderado
2025-10-28 18:13:0835 km al O de Mina Collahuasi,2025-10-28 21:13:08,-20.825,-68.991,108.0,3.9,Tarapacá,"https://www.google.com/maps?q=-20.825,-68.991",100–200 km,Moderado
2025-10-28 15:53:1617 km al SO de OllagÃ¼e,2025-10-28 18:53:16,-21.296,-68.397,135.0,2.5,Tarapacá,"https://www.google.com/maps?q=-21.296,-68.397",100–200 km,Leve
2025-10-28 15:30:3861 km al NE de Mina La Escondida,2025-10-28 18:30:38,-23.868,-68.648,150.0,2.5,Antofagasta,"https://www.google.com/maps?q=-23.868,-68.648",100–200 km,Leve
2025-10-28 14:22:4712 km al SO de Canela Baja,2025-10-28 17:22:47,-31.465,-71.551,33.0,3.4,Coquimbo,"https://www.google.com/maps?q=-31.465,-71.551",30–60 km,Leve
2025-10-28 12:58:4233 km al NE de San Pedro de Atacama,2025-10-28 15:58:42,-22.735,-67.943,199.0,3.5,Antofagasta,"https://www.google.com/maps?q=-22.735,-67.943",100–200 km,Leve
2025-10-28 11:14:2935 km al NE de Pica,2025-10-28 14:14:29,-20.224,-69.148,99.0,2.6,Tarapacá,"https://www.google.com/maps?q=-20.224,-69.148",60–100 km,Leve
2025-10-28 10:35:4161 km al NO de Mejillones,2025-10-28 13:35:41,-22.755,-70.916,34.0,2.5,Antofagasta,"https://www.google.com/maps?q=-22.755,-70.916",30–60 km,Leve
2025-10-28 09:17:4122 km al SO de San Pedro de Atacama,2025-10-28 12:17:41,-23.023,-68.381,118.0,3.8,Antofagasta,"https://www.google.com/maps?q=-23.023,-68.381",100–200 km,Moderado
2025-10-28 07:07:5668 km al E de Baquedano,2025-10-28 10:07:56,-23.51,-69.203,71.0,2.9,Antofagasta,"https://www.google.com/maps?q=-23.51,-69.203",60–100 km,Leve
2025-10-28 06:49:1915 km al NO de Visviri,2025-10-28 09:49:19,-17.507,-69.593,160.0,3.6,Arica y Parinacota,"https://www.google.com/maps?q=-17.507,-69.593",100–200 km,Moderado
2025-10-28 06:36:0741 km al O de Angol,2025-10-28 09:36:07,-37.728,-73.171,37.0,3.0,Biobío,"https://www.google.com/maps?q=-37.728,-73.171",30–60 km,Leve
2025-10-28 06:07:4295 km al NO de Lebu,2025-10-28 09:07:42,-37.176,-74.586,33.0,2.9,Biobío,"https://www.google.com/maps?q=-37.176,-74.586",30–60 km,Leve
2025-10-28 05:41:5026 km al SE de Mina Collahuasi,2025-10-28 08:41:50,-21.029,-68.529,134.0,2.9,Tarapacá,"https://www.google.com/maps?q=-21.029,-68.529",100–200 km,Leve
2025-10-28 05:30:5546 km al O de OllagÃ¼e,2025-10-28 08:30:55,-21.264,-68.693,105.0,3.2,Tarapacá,"https://www.google.com/maps?q=-21.264,-68.693",100–200 km,Leve
2025-10-28 05:17:5861 km al SO de San Pedro de Atacama,2025-10-28 08:17:58,-23.245,-68.684,98.0,3.8,Antofagasta,"https://www.google.com/maps?q=-23.245,-68.684",60–100 km,Moderado
2025-10-28 05:03:0861 km al SO de Mina Collahuasi,2025-10-28 08:03:08,-21.292,-68.973,103.0,2.6,Tarapacá,"https://www.google.com/maps?q=-21.292,-68.973",100–200 km,Leve
2025-10-28 04:57:4664 km al SO de San Pedro de Atacama,2025-10-28 07:57:46,-23.306,-68.67,103.0,4.8,Antofagasta,"https://www.google.com/maps?q=-23.306,-68.67",100–200 km,Moderado
2025-10-28 04:29:0717 km al O de Los Andes,2025-10-28 07:29:07,-32.898,-70.766,85.0,3.2,Valparaíso,"https://www.google.com/maps?q=-32.898,-70.766",60–100 km,Leve
2025-10-28 01:51:2822 km al NO de Cuya,2025-10-28 04:51:28,-19.002,-70.297,45.0,2.7,Tarapacá,"https://www.google.com/maps?q=-19.002,-70.297",30–60 km,Leve
2025-10-28 01:33:48135 km al S de Ilo,2025-10-28 04:33:48,-18.785,-71.792,15.0,2.7,Arica y Parinacota,"https://www.google.com/maps?q=-18.785,-71.792",10–30 km,Leve
2025-10-28 01:12:1156 km al NE de Vallenar,2025-10-28 04:12:11,-28.279,-70.289,102.0,2.7,Atacama,"https://www.google.com/maps?q=-28.279,-70.289",100–200 km,Leve
2025-10-28 00:02:0534 km al NO de Mina Collahuasi,2025-10-28 03:02:05,-20.566,-68.833,114.0,3.2,Tarapacá,"https://www.google.com/maps?q=-20.566,-68.833",100–200 km,Leve
2025-10-27 22:16:5461 km al N de Pica,2025-10-28 01:16:54,-19.951,-69.212,97.0,3.0,Tarapacá,"https://www.google.com/maps?q=-19.951,-69.212",60–100 km,Leve
2025-10-27 21:54:5947 km al SE de Socaire,2025-10-28 00:54:59,-23.966,-67.683,281.0,2.6,Antofagasta,"https://www.google.com/maps?q=-23.966,-67.683",200–500 km,Leve
2025-10-27 21:42:4728 km al SE de Tocopilla,2025-10-28 00:42:47,-22.3,-70.044,43.0,2.9,Antofagasta,"https://www.google.com/maps?q=-22.3,-70.044",30–60 km,Leve
2025-10-27 20:43:0734 km al S de Mina Collahuasi,2025-10-27 23:43:07,-21.131,-68.682,110.0,2.5,Tarapacá,"https://www.google.com/maps?q=-21.131,-68.682",100–200 km,Leve
2025-10-27 14:11:4947 km al NO de Mejillones,2025-10-27 17:11:49,-22.764,-70.727,45.0,4.2,Antofagasta,"https://www.google.com/maps?q=-22.764,-70.727",30–60 km,Moderado
2025-10-27 12:34:4920 km al N de Tongoy,2025-10-27 15:34:49,-30.086,-71.559,33.0,2.6,Coquimbo,"https://www.google.com/maps?q=-30.086,-71.559",30–60 km,Leve
2025-10-27 12:30:5338 km al E de Baquedano,2025-10-27 15:30:53,-23.308,-69.474,84.0,2.9,Antofagasta,"https://www.google.com/maps?q=-23.308,-69.474",60–100 km,Leve
2025-10-27 12:12:4159 km al S de Socaire,2025-10-27 15:12:41,-24.099,-67.722,270.0,3.5,Antofagasta,"https://www.google.com/maps?q=-24.099,-67.722",200–500 km,Leve
2025-10-27 12:11:0635 km al NO de Sierra Gorda,2025-10-27 15:11:06,-22.63,-69.51,82.0,2.7,Antofagasta,"https://www.google.com/maps?q=-22.63,-69.51",60–100 km,Leve
2025-10-27 12:10:3244 km al SE de CamiÃ±a,2025-10-27 15:10:32,-19.652,-69.215,96.0,2.7,Tarapacá,"https://www.google.com/maps?q=-19.652,-69.215",60–100 km,Leve
2025-10-27 11:11:473 km al E de Parque Fray Jorge,2025-10-27 14:11:47,-30.662,-71.647,33.0,3.9,Coquimbo,"https://www.google.com/maps?q=-30.662,-71.647",30–60 km,Moderado
2025-10-27 10:36:3315 km al S de Huasco,2025-10-27 13:36:33,-28.593,-71.169,53.0,2.8,Atacama,"https://www.google.com/maps?q=-28.593,-71.169",30–60 km,Leve
2025-10-27 08:23:5436 km al NO de Mejillones,2025-10-27 11:23:54,-22.955,-70.765,21.0,2.7,Antofagasta,"https://www.google.com/maps?q=-22.955,-70.765",10–30 km,Leve
2025-10-27 08:20:1052 km al SE de Socaire,2025-10-27 11:20:10,-23.83,-67.455,287.0,3.2,Antofagasta,"https://www.google.com/maps?q=-23.83,-67.455",200–500 km,Leve
2025-10-27 08:07:5349 km al SO de OllagÃ¼e,2025-10-27 11:07:53,-21.619,-68.455,124.0,4.2,Antofagasta,"https://www.google.com/maps?q=-21.619,-68.455",100–200 km,Moderado
2025-10-27 06:40:2471 km al NE de Calama,2025-10-27 09:40:24,-21.877,-68.681,126.0,2.6,Antofagasta,"https://www.google.com/maps?q=-21.877,-68.681",100–200 km,Leve
2025-10-27 04:45:2134 km al S de Pica,2025-10-27 07:45:21,-20.776,-69.216,104.0,2.8,Tarapacá,"https://www.google.com/maps?q=-20.776,-69.216",100–200 km,Leve
2025-10-27 03:35:1066 km al E de Socaire,2025-10-27 06:35:10,-23.611,-67.238,245.0,3.0,Antofagasta,"https://www.google.com/maps?q=-23.611,-67.238",200–500 km,Leve
2025-10-27 03:14:1455 km al SO de OllagÃ¼e,2025-10-27 06:14:14,-21.584,-68.612,140.0,3.3,Antofagasta,"https://www.google.com/maps?q=-21.584,-68.612",100–200 km,Leve
2025-10-27 02:41:158 km al SE de Los Vilos,2025-10-27 05:41:15,-31.973,-71.467,42.0,2.6,Coquimbo,"https://www.google.com/maps?q=-31.973,-71.467",30–60 km,Leve
2025-10-27 01:00:5528 km al SO de ConstituciÃ³n,2025-10-27 04:00:55,-35.482,-72.661,30.0,2.8,Maule,"https://www.google.com/maps?q=-35.482,-72.661",10–30 km,Leve
2025-10-27 00:55:2547 km al E de Socaire,2025-10-27 03:55:25,-23.426,-67.47,285.0,3.4,Antofagasta,"https://www.google.com/maps?q=-23.426,-67.47",200–500 km,Leve
2025-10-26 20:47:241615 km al O de Isla Robinson Crusoe,2025-10-26 23:47:24,-36.73,-96.23,10.0,5.2,Ñuble,"https://www.google.com/maps?q=-36.73,-96.23",<10 km,Fuerte
2025-10-26 18:03:4931 km al O de Mina Collahuasi,2025-10-26 21:03:49,-20.716,-68.93,98.0,3.3,Tarapacá,"https://www.google.com/maps?q=-20.716,-68.93",60–100 km,Leve
2025-10-26 17:34:543 km al S de Parque Fray Jorge,2025-10-26 20:34:54,-30.691,-71.68,33.0,3.0,Coquimbo,"https://www.google.com/maps?q=-30.691,-71.68",30–60 km,Leve
2025-10-26 16:54:4853 km al S de Socaire,2025-10-26 19:54:48,-24.068,-67.857,245.0,3.4,Antofagasta,"https://www.google.com/maps?q=-24.068,-67.857",200–500 km,Leve
2025-10-26 16:08:0926 km al SO de San JosÃ© de Maipo,2025-10-26 19:08:09,-33.816,-70.532,103.0,4.4,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.816,-70.532",100–200 km,Moderado
2025-10-26 16:06:1461 km al SE de Baquedano,2025-10-26 19:06:14,-23.747,-69.451,102.0,2.6,Antofagasta,"https://www.google.com/maps?q=-23.747,-69.451",100–200 km,Leve
2025-10-26 13:14:3630 km al NO de Petorca,2025-10-26 16:14:36,-32.093,-71.184,69.0,3.2,Valparaíso,"https://www.google.com/maps?q=-32.093,-71.184",60–100 km,Leve
2025-10-26 12:33:4246 km al SO de Taltal,2025-10-26 15:33:42,-25.761,-70.723,41.0,4.1,Atacama,"https://www.google.com/maps?q=-25.761,-70.723",30–60 km,Moderado
2025-10-26 12:01:2146 km al SO de Mina Collahuasi,2025-10-26 15:01:21,-21.155,-68.934,110.0,3.0,Tarapacá,"https://www.google.com/maps?q=-21.155,-68.934",100–200 km,Leve
2025-10-26 10:58:0353 km al SO de Patache,2025-10-26 13:58:03,-21.138,-70.566,27.0,4.1,Tarapacá,"https://www.google.com/maps?q=-21.138,-70.566",10–30 km,Moderado
2025-10-26 09:11:1626 km al O de Putre,2025-10-26 12:11:16,-18.278,-69.787,109.0,2.9,Arica y Parinacota,"https://www.google.com/maps?q=-18.278,-69.787",100–200 km,Leve
2025-10-26 09:10:4789 km al O de San Antonio de los Cobres,2025-10-26 12:10:47,-24.114,-67.19,242.0,4.1,Antofagasta,"https://www.google.com/maps?q=-24.114,-67.19",200–500 km,Moderado
2025-10-26 09:06:2034 km al SO de Pichidangui,2025-10-26 12:06:20,-32.309,-71.829,24.0,3.2,Valparaíso,"https://www.google.com/maps?q=-32.309,-71.829",10–30 km,Leve
2025-10-26 08:55:2629 km al S de Mina Collahuasi,2025-10-26 11:55:26,-21.082,-68.689,113.0,2.8,Tarapacá,"https://www.google.com/maps?q=-21.082,-68.689",100–200 km,Leve
2025-10-26 08:28:4546 km al O de OllagÃ¼e,2025-10-26 11:28:45,-21.28,-68.691,123.0,2.8,Tarapacá,"https://www.google.com/maps?q=-21.28,-68.691",100–200 km,Leve
2025-10-26 08:12:4419 km al S de Patache,2025-10-26 11:12:44,-20.973,-70.165,50.0,3.4,Tarapacá,"https://www.google.com/maps?q=-20.973,-70.165",30–60 km,Leve
2025-10-26 07:57:1256 km al O de Fresia,2025-10-26 10:57:12,-41.162,-74.092,23.0,3.0,Los Lagos,"https://www.google.com/maps?q=-41.162,-74.092",10–30 km,Leve
2025-10-26 07:52:5165 km al SE de Socaire,2025-10-26 10:52:51,-23.894,-67.34,231.0,3.0,Antofagasta,"https://www.google.com/maps?q=-23.894,-67.34",200–500 km,Leve
2025-10-26 07:36:0648 km al N de Tocopilla,2025-10-26 10:36:06,-21.663,-70.184,38.0,3.5,Antofagasta,"https://www.google.com/maps?q=-21.663,-70.184",30–60 km,Leve
2025-10-26 07:05:4334 km al NE de Socaire,2025-10-26 10:05:43,-23.338,-67.695,266.0,3.3,Antofagasta,"https://www.google.com/maps?q=-23.338,-67.695",200–500 km,Leve
2025-10-26 05:09:4881 km al SE de Socaire,2025-10-26 08:09:48,-23.925,-67.179,210.0,2.7,Antofagasta,"https://www.google.com/maps?q=-23.925,-67.179",200–500 km,Leve
2025-10-26 04:42:0149 km al E de Sierra Gorda,2025-10-26 07:42:01,-23.029,-68.868,71.0,2.9,Antofagasta,"https://www.google.com/maps?q=-23.029,-68.868",60–100 km,Leve
2025-10-26 04:21:33133 km al O de ValparaÃ­so,2025-10-26 07:21:33,-33.019,-73.043,25.0,2.5,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.019,-73.043",10–30 km,Leve
2025-10-26 04:16:0468 km al N de Pica,2025-10-26 07:16:04,-19.904,-69.142,98.0,2.6,Tarapacá,"https://www.google.com/maps?q=-19.904,-69.142",60–100 km,Leve
2025-10-26 03:00:0552 km al SO de Pica,2025-10-26 06:00:05,-20.924,-69.518,91.0,3.1,Tarapacá,"https://www.google.com/maps?q=-20.924,-69.518",60–100 km,Leve
2025-10-26 02:23:1331 km al O de OllagÃ¼e,2025-10-26 05:23:13,-21.202,-68.549,134.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.202,-68.549",100–200 km,Leve
2025-10-25 23:55:4847 km al S de Mina Collahuasi,2025-10-26 02:55:48,-21.244,-68.705,120.0,2.5,Tarapacá,"https://www.google.com/maps?q=-21.244,-68.705",100–200 km,Leve
2025-10-25 23:20:1273 km al SE de Socaire,2025-10-26 02:20:12,-24.109,-67.447,230.0,3.2,Antofagasta,"https://www.google.com/maps?q=-24.109,-67.447",200–500 km,Leve
2025-10-25 21:38:2935 km al O de OllagÃ¼e,2025-10-26 00:38:29,-21.204,-68.586,124.0,2.5,Tarapacá,"https://www.google.com/maps?q=-21.204,-68.586",100–200 km,Leve
2025-10-25 21:35:1268 km al NE de Socaire,2025-10-26 00:35:12,-23.326,-67.292,235.0,2.5,Antofagasta,"https://www.google.com/maps?q=-23.326,-67.292",200–500 km,Leve
2025-10-25 21:07:4974 km al E de Socaire,2025-10-26 00:07:49,-23.445,-67.179,234.0,3.5,Antofagasta,"https://www.google.com/maps?q=-23.445,-67.179",200–500 km,Leve
2025-10-25 20:21:1761 km al SE de Socaire,2025-10-25 23:21:17,-23.994,-67.483,263.0,3.1,Antofagasta,"https://www.google.com/maps?q=-23.994,-67.483",200–500 km,Leve
2025-10-25 19:47:4266 km al SE de Putre,2025-10-25 22:47:42,-18.654,-69.164,140.0,3.2,Arica y Parinacota,"https://www.google.com/maps?q=-18.654,-69.164",100–200 km,Leve
2025-10-25 19:43:3950 km al SO de Mina Collahuasi,2025-10-25 22:43:39,-21.17,-68.966,113.0,2.9,Tarapacá,"https://www.google.com/maps?q=-21.17,-68.966",100–200 km,Leve
2025-10-25 19:09:3274 km al S de Ilo,2025-10-25 22:09:32,-18.299,-71.474,25.0,4.4,Arica y Parinacota,"https://www.google.com/maps?q=-18.299,-71.474",10–30 km,Moderado
2025-10-25 17:47:2818 km al N de Sierra Gorda,2025-10-25 20:47:28,-22.733,-69.288,87.0,3.4,Antofagasta,"https://www.google.com/maps?q=-22.733,-69.288",60–100 km,Leve
2025-10-25 16:21:2926 km al NO de San Pedro de Atacama,2025-10-25 19:21:29,-22.821,-68.427,114.0,3.2,Antofagasta,"https://www.google.com/maps?q=-22.821,-68.427",100–200 km,Leve
2025-10-25 16:04:0740 km al NO de Calama,2025-10-25 19:04:07,-22.276,-69.255,87.0,2.6,Antofagasta,"https://www.google.com/maps?q=-22.276,-69.255",60–100 km,Leve
2025-10-25 14:29:33212 km al NO de Cabo Raper,2025-10-25 17:29:33,-45.65,-77.83,10.0,5.3,Aysén del General Carlos Ibáñez del Campo,"https://www.google.com/maps?q=-45.65,-77.83",<10 km,Fuerte
2025-10-25 10:53:392 km al NO de Melipilla,2025-10-25 13:53:39,-33.679,-71.23,67.0,2.7,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.679,-71.23",60–100 km,Leve
2025-10-25 09:21:3543 km al NO de Pichilemu,2025-10-25 12:21:35,-34.088,-72.305,29.0,2.7,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-34.088,-72.305",10–30 km,Leve
2025-10-25 08:50:1538 km al S de CamiÃ±a,2025-10-25 11:50:15,-19.65,-69.396,92.0,3.2,Tarapacá,"https://www.google.com/maps?q=-19.65,-69.396",60–100 km,Leve
2025-10-25 06:05:4111 km al O de Punitaqui,2025-10-25 09:05:41,-30.789,-71.366,48.0,3.6,Coquimbo,"https://www.google.com/maps?q=-30.789,-71.366",30–60 km,Moderado
2025-10-25 05:25:0253 km al NE de Calama,2025-10-25 08:25:02,-22.043,-68.694,107.0,2.5,Antofagasta,"https://www.google.com/maps?q=-22.043,-68.694",100–200 km,Leve
2025-10-25 01:25:5934 km al E de Carrizal Bajo,2025-10-25 04:25:59,-28.213,-70.831,52.0,3.7,Atacama,"https://www.google.com/maps?q=-28.213,-70.831",30–60 km,Moderado
2025-10-25 00:40:5241 km al O de Mina Collahuasi,2025-10-25 03:40:52,-20.859,-69.053,112.0,3.7,Tarapacá,"https://www.google.com/maps?q=-20.859,-69.053",100–200 km,Moderado
2025-10-24 23:59:3929 km al O de La Serena,2025-10-25 02:59:39,-29.885,-71.548,40.0,2.7,Coquimbo,"https://www.google.com/maps?q=-29.885,-71.548",30–60 km,Leve
2025-10-24 22:39:1626 km al E de Pica,2025-10-25 01:39:16,-20.474,-69.082,119.0,3.2,Tarapacá,"https://www.google.com/maps?q=-20.474,-69.082",100–200 km,Leve
2025-10-24 19:31:4977 km al S de Socaire,2025-10-24 22:31:49,-24.241,-67.631,235.0,3.3,Antofagasta,"https://www.google.com/maps?q=-24.241,-67.631",200–500 km,Leve
2025-10-24 19:29:5636 km al NO de Parque Fray Jorge,2025-10-24 22:29:56,-30.409,-71.914,32.0,3.0,Coquimbo,"https://www.google.com/maps?q=-30.409,-71.914",30–60 km,Leve
2025-10-24 19:13:4934 km al O de La Serena,2025-10-24 22:13:49,-29.898,-71.6,40.0,3.3,Coquimbo,"https://www.google.com/maps?q=-29.898,-71.6",30–60 km,Leve
2025-10-24 18:39:0834 km al NO de Los Vilos,2025-10-24 21:39:08,-31.694,-71.759,42.0,2.7,Coquimbo,"https://www.google.com/maps?q=-31.694,-71.759",30–60 km,Leve
2025-10-24 17:53:1340 km al NO de Los Vilos,2025-10-24 20:53:13,-31.737,-71.876,41.0,3.4,Coquimbo,"https://www.google.com/maps?q=-31.737,-71.876",30–60 km,Leve
2025-10-24 16:56:1635 km al O de La Serena,2025-10-24 19:56:16,-29.87,-71.618,36.0,4.4,Coquimbo,"https://www.google.com/maps?q=-29.87,-71.618",30–60 km,Moderado
2025-10-24 16:25:3365 km al S de OllagÃ¼e,2025-10-24 19:25:33,-21.779,-68.456,113.0,2.5,Antofagasta,"https://www.google.com/maps?q=-21.779,-68.456",100–200 km,Leve
2025-10-24 15:43:3083 km al O de San Antonio de los Cobres,2025-10-24 18:43:30,-24.03,-67.111,225.0,3.9,Antofagasta,"https://www.google.com/maps?q=-24.03,-67.111",200–500 km,Moderado
2025-10-24 14:56:3462 km al SE de Sierra Gorda,2025-10-24 17:56:34,-23.399,-69.078,96.0,3.5,Antofagasta,"https://www.google.com/maps?q=-23.399,-69.078",60–100 km,Leve
2025-10-24 12:11:2956 km al SO de San Pedro de Atacama,2025-10-24 15:11:29,-23.328,-68.524,168.0,2.5,Antofagasta,"https://www.google.com/maps?q=-23.328,-68.524",100–200 km,Leve
2025-10-24 09:07:4820 km al SO de Pichidangui,2025-10-24 12:07:48,-32.245,-71.698,40.0,2.6,Valparaíso,"https://www.google.com/maps?q=-32.245,-71.698",30–60 km,Leve
2025-10-24 07:09:03115 km al NE de Socaire,2025-10-24 10:09:03,-23.131,-66.884,271.0,3.5,Antofagasta,"https://www.google.com/maps?q=-23.131,-66.884",200–500 km,Leve
2025-10-24 02:56:5449 km al O de Quintero,2025-10-24 05:56:54,-32.714,-72.039,44.0,2.9,Valparaíso,"https://www.google.com/maps?q=-32.714,-72.039",30–60 km,Leve
2025-10-24 01:38:5232 km al E de Sierra Gorda,2025-10-24 04:38:52,-22.987,-69.03,111.0,2.8,Antofagasta,"https://www.google.com/maps?q=-22.987,-69.03",100–200 km,Leve
2025-10-23 22:52:03142 km al O de Patache,2025-10-24 01:52:03,-21.31,-71.459,13.0,3.6,Antofagasta,"https://www.google.com/maps?q=-21.31,-71.459",10–30 km,Moderado
2025-10-23 22:48:3435 km al SO de Pisagua,2025-10-24 01:48:34,-19.766,-70.498,47.0,2.7,Tarapacá,"https://www.google.com/maps?q=-19.766,-70.498",30–60 km,Leve
2025-10-23 21:11:2820 km al S de San Antonio,2025-10-24 00:11:28,-33.764,-71.617,52.0,2.8,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.764,-71.617",30–60 km,Leve
2025-10-23 20:14:0821 km al E de Cuya,2025-10-23 23:14:08,-19.217,-69.984,66.0,2.5,Tarapacá,"https://www.google.com/maps?q=-19.217,-69.984",60–100 km,Leve
2025-10-23 15:27:5435 km al SE de Pica,2025-10-23 18:27:54,-20.692,-69.077,96.0,2.6,Tarapacá,"https://www.google.com/maps?q=-20.692,-69.077",60–100 km,Leve
2025-10-23 14:37:0545 km al NO de Quillagua,2025-10-23 17:37:05,-21.367,-69.842,47.0,2.5,Antofagasta,"https://www.google.com/maps?q=-21.367,-69.842",30–60 km,Leve
2025-10-23 13:55:2319 km al SO de OllagÃ¼e,2025-10-23 16:55:23,-21.334,-68.39,133.0,2.6,Antofagasta,"https://www.google.com/maps?q=-21.334,-68.39",100–200 km,Leve
2025-10-23 13:33:085 km al E de Quillota,2025-10-23 16:33:08,-32.866,-71.196,54.0,3.3,Valparaíso,"https://www.google.com/maps?q=-32.866,-71.196",30–60 km,Leve
2025-10-23 13:14:5652 km al O de Valdivia,2025-10-23 16:14:56,-40.007,-73.807,32.0,3.4,La Araucanía,"https://www.google.com/maps?q=-40.007,-73.807",30–60 km,Leve
2025-10-23 13:09:2311 km al S de VichuquÃ©n,2025-10-23 16:09:23,-34.987,-72.006,37.0,2.7,Libertador B. O'Higgins,"https://www.google.com/maps?q=-34.987,-72.006",30–60 km,Leve
2025-10-23 10:32:3472 km al S de Socaire,2025-10-23 13:32:34,-24.2,-67.652,237.0,3.3,Antofagasta,"https://www.google.com/maps?q=-24.2,-67.652",200–500 km,Leve
2025-10-23 10:01:5850 km al SO de Mina Collahuasi,2025-10-23 13:01:58,-21.161,-68.973,107.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.161,-68.973",100–200 km,Leve
2025-10-23 09:55:1725 km al SE de Pica,2025-10-23 12:55:17,-20.629,-69.135,112.0,2.5,Tarapacá,"https://www.google.com/maps?q=-20.629,-69.135",100–200 km,Leve
2025-10-23 09:41:2648 km al SO de Mina Collahuasi,2025-10-23 12:41:26,-21.192,-68.904,115.0,2.5,Tarapacá,"https://www.google.com/maps?q=-21.192,-68.904",100–200 km,Leve
2025-10-23 07:01:5342 km al NE de Carrizal Bajo,2025-10-23 10:01:53,-27.792,-70.878,59.0,3.1,Atacama,"https://www.google.com/maps?q=-27.792,-70.878",30–60 km,Leve
